;;;;;;;;;Eigenschappen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ref#;Gebouw;Etage;Vastgoednr;Kamernr;Ruimtenaam;Beschrijving (oud, vervalt);Soort studieplek;Zone;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Aantal vaste PC;Overige faciliteiten;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep;Opmerkingen;;;tbv selecteren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;2e verdieping;380;02.West.380;GANG;groepsontmoetingsplek;informeel zitje;;C;4;0;0;0;0;4;2;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;nee;Overige gangplekken zijn niet geinventariseerd (niet consequent!);;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X;8 - Bouwkunde;2e verdieping;500;02.West.500;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;120;12;10;120;14;6;87;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: alleen beschikbaar voor Building Technology;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X;8 - Bouwkunde;2e verdieping;600;02.West.600;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;40;4;10;40;1;5;32;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X;8 - Bouwkunde;2e verdieping;700;02.West.700;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;100;10;10;100;2;0;64;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;2e verdieping;800;02.West.800;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;90;9;10;90;2;0;54;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;;nee;nee;nee;>25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X;8 - Bouwkunde;begane grond;251;BG.Oost.251;GANG;mix van aanlanden;informeel zitje;;C;4;2;2;4;0;2;4;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;nee;FSR: vindt dit geen werkplek;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X;8 - Bouwkunde;begane grond;410;BG.Oost.410;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;30;3;10;30;0;0;24;2;rustig;nee;ja;ja (>/= 1 pp);ja;monitor;;Tv;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: alleen beschikbaar voor Building Technology;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;begane grond;430;BG.Oost.430;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;30;3;10;30;0;0;24;2;rustig;nee;ja;ja (>/= 1 pp);ja;monitor;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;begane grond;450;BG.Oost.450;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;30;3;10;30;0;0;24;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;Tv;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X;8 - Bouwkunde;begane grond;560;BG.Oost.560;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;90;9;10;90;5;0;72;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
